ID,Sem Conta Corrente,Conta corrente (<0),Conta corrente (<200),Conta corrente (>=200),Duração do empréstimo (meses),Histórico (Pendências em outros bancos),Histórico (Sem pendências neste banco),Histórico (Pendências honradas),Histórico (Pendências atrasadas),Histórico (Sem pendências),Propósito (Carro novo),Propósito (Carro usado),Propósito (Móveis),Propósito (Telefone),Propósito (Eletrodomésticos),Propósito (Reparos),Propósito (Educação),Propósito (Férias),Propósito (Retrainamento),Propósito (Empresarial),Propósito (Outros),Limite de crédito,Poupança (<100),Poupança (<500),Poupança (>1000),Poupança (<=1000),Poupança (Desconhecido/Sem fundos),Tempo no emprego (Desempregado),Tempo no emprego (<1ano),Tempo no emprego (<4anos),Tempo no emprego (<7anos),Tempo no emprego (>=7anos),Taxa de Juros,Gênero (M =1/F=0),Estado Civil (Solteiro),Fiadores (Sem Fiador),Fiadores (Co-requerente),Fiadores,Tempo de Residência (Anos),Propriedade (Imobiliária),Propriedade (Seguro de vida),Propriedade (Carro),Propriedade (Desconhecido/Sem propriedade),Idade,Plano de parcelamento (Bancário),Plano de parcelamento (Lojas),Plano de parcelamento (Sem plano),Moradia (Aluguel),Moradia (Própria),Moradia (Gratuita),Cartões de Crédito,Grau de Qualificação (Desempregado),Grau de Qualificação (Temporário),Grau de Qualificação (Efetivado),Grau de Qualificação (Gestor),Número de dependentes,Trabalhador estrangeiro,class
550,0,0,0,1,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,996,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,4,1,0,0,0,23,0,0,1,0,1,0,2,0,0,1,0,1,1,1
551,0,0,0,1,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1750,0,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0,4,0,1,0,0,45,1,0,0,0,1,0,1,0,1,0,0,2,1,1
552,1,0,0,0,48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6999,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,34,0,0,1,0,1,0,2,0,0,1,0,1,1,0
553,0,1,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1995,0,1,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,1,0,27,0,0,1,0,1,0,1,0,0,1,0,1,1,1
554,0,1,0,0,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1199,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,4,0,1,0,0,67,0,0,1,0,1,0,2,0,0,0,1,1,1,1
555,0,1,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1331,1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,1,0,0,1,0,22,0,1,0,0,1,0,1,0,0,1,0,1,1,0
556,0,1,0,0,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2278,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,3,0,0,1,0,28,0,0,1,0,1,0,2,0,0,1,0,1,1,0
557,0,0,0,1,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5003,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,0,1,0,0,29,1,0,0,0,1,0,2,0,0,1,0,1,1,0
558,1,0,0,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3552,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,4,0,0,1,0,27,1,0,0,0,1,0,1,0,0,1,0,1,1,0
559,0,1,0,0,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1928,1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,2,1,0,0,0,31,0,0,1,0,1,0,2,0,1,0,0,1,1,0
560,1,0,0,0,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2964,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,4,0,0,0,1,49,1,0,0,0,0,1,1,0,0,1,0,2,1,1
561,1,0,0,0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1546,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,1,4,0,0,1,0,24,1,0,0,1,0,0,1,0,1,0,0,1,1,0
562,0,0,1,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,683,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,29,1,0,0,0,1,0,1,0,0,1,0,1,1,1
563,0,1,0,0,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12389,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,4,0,0,0,1,37,0,0,1,0,0,1,1,0,0,1,0,1,1,0
564,0,1,0,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4712,0,0,0,0,1,0,0,1,0,0,4,1,1,1,0,0,2,0,1,0,0,37,1,0,0,0,1,0,2,0,0,0,1,1,1,1
565,0,1,0,0,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1553,0,1,0,0,0,0,0,0,1,0,3,0,0,1,0,0,2,0,1,0,0,23,0,0,1,1,0,0,2,0,0,1,0,1,1,1
566,1,0,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1372,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,3,0,0,1,0,36,0,0,1,0,1,0,1,0,0,1,0,1,1,0
567,0,0,0,1,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2578,0,0,0,1,0,0,0,0,0,1,2,1,1,1,0,0,2,0,0,1,0,34,0,0,1,0,1,0,1,0,0,1,0,1,1,1
568,0,1,0,0,48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3979,0,0,0,0,1,0,0,0,1,0,4,1,1,1,0,0,1,0,0,1,0,41,0,0,1,0,1,0,2,0,0,1,0,2,1,1
569,1,0,0,0,48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6758,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,2,0,0,1,0,31,0,0,1,0,1,0,1,0,0,1,0,1,1,0
570,1,0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3234,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,4,1,0,0,0,23,0,0,1,1,0,0,1,0,1,0,0,1,1,0
571,0,0,0,1,30,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5954,1,0,0,0,0,0,0,0,1,0,3,1,1,0,1,0,2,0,0,1,0,38,0,0,1,0,1,0,1,0,0,1,0,1,1,1
572,0,0,0,1,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5433,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,4,0,1,0,0,26,0,0,1,1,0,0,1,0,0,0,1,1,1,1
573,1,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,806,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,4,0,1,0,0,22,0,0,1,0,1,0,1,0,1,0,0,1,1,1
574,0,1,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1082,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,1,0,27,0,0,1,0,1,0,2,0,1,0,0,1,1,1
575,0,0,0,1,15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2788,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,3,0,0,1,0,24,1,0,0,0,1,0,2,0,0,1,0,1,1,1
576,0,1,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2930,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,27,0,0,1,0,1,0,1,0,0,1,0,1,1,1
577,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1927,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,2,0,0,1,0,33,0,0,1,0,1,0,2,0,0,1,0,1,1,1
578,0,1,0,0,36,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2820,1,0,0,0,0,0,1,0,0,0,4,1,0,1,0,0,4,0,0,1,0,27,0,0,1,0,1,0,2,0,0,1,0,1,1,0
579,0,0,0,1,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,937,1,0,0,0,0,0,1,0,0,0,4,1,0,1,0,0,3,0,0,1,0,27,0,0,1,0,1,0,2,0,1,0,0,1,1,1
580,0,1,0,0,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1056,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,3,1,0,0,0,30,1,0,0,0,1,0,2,0,0,1,0,1,1,0
581,0,1,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3124,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,3,1,0,0,0,49,1,0,0,0,1,0,2,0,1,0,0,2,1,1
582,0,0,0,1,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1388,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,2,1,0,0,0,26,0,0,1,1,0,0,1,0,0,1,0,1,1,1
583,0,1,0,0,36,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2384,1,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,0,0,0,1,33,0,0,1,1,0,0,1,0,1,0,0,1,1,0
584,0,0,0,1,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2133,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,4,0,0,0,1,52,0,0,1,0,0,1,1,0,0,0,1,1,1,1
585,1,0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2039,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,1,0,0,0,20,1,0,0,1,0,0,1,0,0,1,0,1,1,0
586,1,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2799,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,2,1,0,0,0,36,0,0,1,1,0,0,2,0,0,1,0,2,1,1
587,1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1289,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,1,1,0,1,0,0,21,0,0,1,0,1,0,1,0,1,0,0,1,1,1
588,1,0,0,0,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1217,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,3,1,0,0,0,47,0,0,1,0,1,0,1,0,1,0,0,1,1,0
589,1,0,0,0,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2246,1,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,3,0,1,0,0,60,0,0,1,0,1,0,2,0,0,1,0,1,1,0
590,1,0,0,0,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,385,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,3,1,0,0,0,58,0,0,1,0,1,0,4,0,1,0,0,1,1,1
591,0,1,0,0,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1965,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,4,0,0,1,0,42,0,0,1,1,0,0,2,0,0,1,0,1,1,1
592,0,0,0,1,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1572,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,4,1,0,0,0,36,1,0,0,0,1,0,1,0,1,0,0,1,1,1
593,0,1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2718,1,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,4,0,1,0,0,20,0,0,1,1,0,0,1,0,1,0,0,1,1,0
594,1,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1358,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,3,0,0,1,0,40,0,1,0,0,1,0,1,0,0,0,1,1,1,0
595,0,1,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,931,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,32,0,1,0,0,1,0,1,0,1,0,0,1,1,0
596,1,0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1442,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,4,0,0,1,0,23,0,0,1,1,0,0,2,0,0,1,0,1,1,0
597,0,1,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4241,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0,0,36,0,0,1,0,1,0,3,0,1,0,0,1,1,0
598,0,0,0,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2775,1,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,2,0,1,0,0,31,1,0,0,0,1,0,2,0,0,1,0,1,1,0
599,0,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3863,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,2,0,0,0,1,32,0,0,1,0,0,1,1,0,0,1,0,1,1,1
600,0,1,0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2329,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,45,0,0,1,0,1,0,1,0,0,1,0,1,1,1
601,0,1,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,918,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,1,0,1,0,0,30,0,0,1,0,1,0,1,0,0,1,0,1,1,0
602,0,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1837,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,4,0,0,0,1,34,1,0,0,0,0,1,1,0,1,0,0,1,1,0
603,0,0,0,1,36,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3349,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,2,0,0,1,0,28,0,0,1,0,1,0,1,0,0,0,1,1,1,0
604,0,0,1,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1275,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,2,0,1,0,0,23,0,0,1,0,1,0,1,0,0,1,0,1,1,1
605,1,0,0,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2828,0,0,1,0,0,0,0,1,0,0,4,1,1,1,0,0,4,1,0,0,0,22,0,1,0,0,1,0,1,0,0,1,0,1,1,1
606,0,0,0,1,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4526,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,2,1,0,0,0,74,0,0,1,0,1,0,1,0,0,0,1,1,1,1
607,0,1,0,0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2671,0,1,0,0,0,0,0,1,0,0,4,0,0,0,1,0,4,0,0,0,1,50,0,0,1,0,0,1,1,0,0,1,0,1,1,0
608,0,0,0,1,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2051,1,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,1,0,0,0,33,0,0,1,0,1,0,1,0,0,1,0,1,1,1
609,0,0,0,1,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,4,0,0,0,1,45,1,0,0,0,0,1,1,0,0,1,0,2,1,1
610,1,0,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,741,0,1,0,0,0,1,0,0,0,0,4,0,0,1,0,0,3,0,1,0,0,22,0,0,1,0,1,0,1,0,0,1,0,1,1,0
611,0,0,1,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1240,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,0,0,0,1,48,0,0,1,0,0,1,1,0,1,0,0,2,1,0
612,1,0,0,0,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3357,0,0,0,1,0,0,1,0,0,0,4,0,0,1,0,0,2,0,0,1,0,29,1,0,0,0,1,0,1,0,0,1,0,1,1,1
613,1,0,0,0,24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3632,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0,0,1,0,22,1,0,0,1,0,0,1,0,0,1,0,1,0,1
614,0,0,0,1,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1808,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1,1,0,0,0,22,0,0,1,0,1,0,1,0,0,1,0,1,1,0
615,0,1,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12204,0,0,0,0,1,0,0,1,0,0,2,1,1,1,0,0,2,0,0,1,0,48,1,0,0,0,1,0,1,0,0,0,1,1,1,1
616,0,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9157,0,0,0,0,1,0,0,1,0,0,2,1,1,1,0,0,2,0,0,0,1,27,0,0,1,0,0,1,1,0,0,0,1,1,1,1
617,1,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3676,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,3,1,0,0,0,37,0,0,1,1,0,0,3,0,0,1,0,2,1,1
618,0,1,0,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3441,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,4,0,0,1,0,21,0,0,1,1,0,0,1,0,0,1,0,1,1,0
619,0,0,0,1,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,640,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,2,1,0,0,0,49,0,0,1,0,1,0,1,0,1,0,0,1,1,1
620,0,1,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3652,1,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,3,0,1,0,0,27,0,0,1,0,1,0,2,0,0,1,0,1,1,1
621,0,0,0,1,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1530,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,2,0,1,0,0,32,1,0,0,0,1,0,2,0,0,1,0,1,1,0
622,0,0,0,1,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3914,0,0,0,0,1,0,0,1,0,0,4,1,0,1,0,0,2,1,0,0,0,38,1,0,0,0,1,0,1,0,0,1,0,1,1,0
623,1,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1858,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,1,0,22,0,0,1,1,0,0,1,0,0,1,0,1,1,1
624,1,0,0,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2600,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,4,0,0,0,1,65,0,0,1,0,0,1,2,0,0,1,0,1,1,0
625,0,0,0,1,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1979,0,0,0,0,1,0,0,0,0,1,4,1,1,1,0,0,2,0,0,1,0,35,0,0,1,0,1,0,1,0,0,1,0,1,1,1
626,0,0,1,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2116,1,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,2,1,0,0,0,41,0,0,1,0,1,0,1,0,0,1,0,1,1,1
627,0,1,0,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1437,0,1,0,0,0,0,0,0,1,0,2,1,1,1,0,0,3,0,0,0,1,29,0,0,1,0,1,0,1,0,0,1,0,1,1,0
628,0,0,0,1,42,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4042,0,0,1,0,0,0,0,1,0,0,4,1,1,1,0,0,4,1,0,0,0,36,0,0,1,0,1,0,2,0,0,1,0,1,1,1
629,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3832,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,4,1,0,0,0,64,0,0,1,0,1,0,1,0,1,0,0,1,1,1
630,1,0,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3660,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,4,0,0,1,0,28,0,0,1,0,1,0,1,0,0,1,0,1,1,1
631,1,0,0,0,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1553,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,3,0,0,1,0,44,1,0,0,0,1,0,1,0,0,1,0,1,1,0
632,0,1,0,0,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1444,0,0,0,0,1,0,1,0,0,0,4,1,1,1,0,0,1,0,1,0,0,23,0,0,1,0,1,0,1,0,0,1,0,1,1,1
633,0,0,0,1,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,0,1,0,19,0,0,1,1,0,0,2,0,0,1,0,1,1,0
634,0,1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1355,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,4,0,0,1,0,25,0,0,1,0,1,0,1,0,1,0,0,1,1,0
635,0,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1393,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,1,0,0,47,1,0,0,0,1,0,3,0,0,1,0,2,1,1
636,0,0,0,1,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1376,0,0,1,0,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,1,0,28,0,0,1,0,1,0,1,0,0,1,0,1,1,1
637,0,0,0,1,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15653,1,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,4,0,0,1,0,21,0,0,1,0,1,0,2,0,0,1,0,1,1,1
638,0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1493,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,3,0,0,1,0,34,0,0,1,0,1,0,1,0,0,1,0,2,1,1
639,1,0,0,0,42,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4370,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,2,0,1,0,0,26,1,0,0,0,1,0,2,0,0,1,0,2,1,0
640,1,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,750,1,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,27,0,0,1,0,1,0,1,1,0,0,0,1,1,0
641,0,1,0,0,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1308,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,1,0,38,0,0,1,0,1,0,2,0,1,0,0,1,1,1
642,0,0,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4623,0,1,0,0,0,0,0,1,0,0,3,1,1,1,0,0,2,0,1,0,0,40,0,0,1,0,1,0,1,0,0,0,1,1,1,0
643,0,0,0,1,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1851,1,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,2,0,0,1,0,33,0,0,1,0,1,0,2,0,0,1,0,1,1,1
644,1,0,0,0,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1880,1,0,0,0,0,0,0,0,1,0,4,1,0,1,0,0,1,0,1,0,0,32,0,0,1,0,1,0,2,0,0,0,1,1,1,1
645,0,0,0,1,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7980,0,0,0,0,1,0,1,0,0,0,4,1,1,1,0,0,4,0,0,1,0,27,0,0,1,1,0,0,2,0,0,1,0,1,1,0
646,1,0,0,0,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4583,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,2,1,0,0,0,32,0,0,1,0,1,0,2,0,0,1,0,1,1,1
647,0,0,0,1,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1386,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,1,0,0,26,0,0,1,0,1,0,1,0,0,1,0,1,1,0
648,0,0,1,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,947,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,3,0,0,0,1,38,1,0,0,0,0,1,1,0,0,1,0,2,1,0
649,1,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,684,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,4,0,0,1,0,40,0,0,1,1,0,0,1,0,1,0,0,2,1,0
650,1,0,0,0,48,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7476,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,1,0,0,0,1,50,0,0,1,0,0,1,1,0,0,0,1,1,1,1
651,0,1,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1922,1,0,0,0,0,0,0,1,0,0,4,1,1,1,0,0,2,0,1,0,0,37,0,0,1,0,1,0,1,0,1,0,0,1,1,0
652,1,0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2303,1,0,0,0,0,0,0,0,0,1,4,1,1,0,1,0,1,1,0,0,0,45,0,0,1,0,1,0,1,0,0,1,0,1,1,0
653,0,1,0,0,36,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8086,0,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,4,0,0,1,0,42,0,0,1,0,1,0,4,0,0,0,1,1,1,0
654,0,0,0,1,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2346,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,3,0,0,1,0,35,0,0,1,0,1,0,2,0,0,1,0,1,1,1
655,1,0,0,0,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3973,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,4,0,0,0,1,22,0,0,1,0,0,1,1,0,0,1,0,1,1,1
656,0,1,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,888,1,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,4,0,0,1,0,41,1,0,0,0,1,0,1,0,1,0,0,2,1,0
657,0,0,0,1,48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10222,0,0,0,0,1,0,0,0,1,0,4,1,1,1,0,0,3,0,0,1,0,37,0,1,0,0,1,0,1,0,0,1,0,1,1,1
658,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4221,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,28,0,0,1,0,1,0,2,0,0,1,0,1,1,1
659,0,1,0,0,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6361,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,1,41,0,0,1,0,1,0,1,0,0,1,0,1,1,1
660,0,0,1,0,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1297,1,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,4,1,0,0,0,23,0,0,1,1,0,0,1,0,0,1,0,1,1,1
